# tools/bin/cassandra-stress write n=1000 -pop dist=UNIFORM\(1..1000000\) -rate threads=2
# time thread_id key
10:00:16.954 3 5708090667703677489
10:00:16.954 2 3912842253134351920
10:00:16.955 3 3697513912744620593
10:00:16.957 2 3835184742776713265
10:00:16.957 3 5635470128007689265
10:00:16.958 3 5706399700542311728
10:00:16.959 3 4049640096452260145
10:00:16.960 3 3762253148749312049
10:00:16.962 3 5786646457099570480
10:00:16.963 3 3551985847797561136
10:00:16.964 2 4057515898243534384
10:00:16.965 3 3624616176229626928
10:00:16.966 3 3984361086424004912
10:00:16.966 2 3624077415010291504
10:00:16.967 3 5491921184126611760
10:00:16.969 3 3904673869162623793
10:00:16.969 2 5634906160230576176
10:00:16.970 3 3472337221656458032
10:00:16.972 3 3472899067468068144
10:00:16.973 3 4049387221662773808
10:00:16.974 2 3546363924652903472
10:00:16.975 3 3691036552222560304
10:00:16.977 3 3768443296065932336
10:00:16.978 2 3545260126683149361
10:00:16.979 3 3481339906900898352
10:00:16.980 2 3760850159027434800
10:00:16.980 3 5498136693728234800
10:00:16.982 3 3472891383637356849
10:00:16.982 2 3978733794553843248
10:00:16.984 3 3472616497259230768
10:00:16.984 2 3977579315885519409
10:00:16.986 3 3616446907426484784
10:00:16.987 2 5714567886376022321
10:00:16.987 3 3696132818683638833
10:00:16.989 3 5420141770907332913
10:00:16.989 2 5642789538713580593
10:00:16.991 3 5779866756666903344
10:00:16.991 2 3696672683154296624
10:00:16.993 3 4122289330791527472
10:00:16.993 2 5417884448187174448
10:00:16.994 3 5426895061437337392
10:00:16.995 2 4049641196332986928
10:00:16.996 3 3474020457644045360
10:00:16.998 2 3977303205373234224
10:00:16.999 3 5779893175144822576
10:00:16.999 2 3977045953626198064
10:00:17.001 2 3904681557506870832
10:00:17.001 3 3479938140824751152
10:00:17.002 2 3904706845838168112
10:00:17.005 2 3618417142573970993
10:00:17.006 3 4123100667328608560
10:00:17.008 2 5707556270776792880
10:00:17.008 3 5706681064237249072
10:00:17.010 2 5786085603140586544
10:00:17.010 3 5418165944217776689
10:00:17.012 2 5491350640704435248
10:00:17.012 3 3904964252289289776
10:00:17.014 2 4122544319040402481
10:00:17.014 3 5417891160698926641
10:00:17.017 2 3763121771475120944
10:00:17.018 3 3906650916044814384
10:00:17.019 2 4129324976781538609
10:00:17.020 3 5714843846714078001
10:00:17.021 3 3833771986367952432
10:00:17.022 2 5706143428435004464
10:00:17.023 3 5642506001697944880
10:00:17.024 3 3472610896538186289
10:00:17.025 3 3472922067002535985
10:00:17.026 3 3977295637556966193
10:00:17.027 3 5491663988650161968
10:00:17.028 3 3978708397874821424
10:00:17.029 3 5706968049152111920
10:00:17.031 3 3904985043855224881
10:00:17.031 2 3834023774899686704
10:00:17.032 3 3906362732277412913
10:00:17.033 3 3761126136427918129
10:00:17.034 2 4048793447066122288
10:00:17.035 3 5713715739227075120
10:00:17.036 2 3833211123785282353
10:00:17.037 2 4128759866560236336
10:00:17.037 3 3904673985529852208
10:00:17.039 2 3688782566708230448
10:00:17.039 3 5563687511163745841
10:00:17.041 2 3832906554702379312
10:00:17.041 3 5489949729780216881
10:00:17.042 3 5564566012332816176
10:00:17.043 3 3689659972709070128
10:00:17.044 3 4122256216494590768
10:00:17.045 3 3690505604120464688
10:00:17.046 2 3978171832358548273
10:00:17.046 3 3977324117165034800
10:00:17.047 2 3546644412240179249
10:00:17.047 3 5569884358697956401
10:00:17.048 2 3479928133987678256
10:00:17.049 3 3769575788814480177
10:00:17.049 2 3840246889999250737
10:00:17.051 3 5634059437492941360
10:00:17.051 2 3906110939821193008
10:00:17.053 3 3904960845908818224
10:00:17.053 2 5714308496589272881
10:00:17.054 3 3480495593639850289
10:00:17.054 2 3913401913127743793
10:00:17.056 3 3696390203203859761
10:00:17.056 2 5706992243206075952
10:00:17.057 3 3760568688713021488
10:00:17.058 3 3978706177428960561
10:00:17.059 2 3979273551683472688
10:00:17.059 3 3545516201170974513
10:00:17.060 2 3769572584821109296
10:00:17.061 3 3480496607268588336
10:00:17.062 2 5708088455779070001
10:00:17.064 3 5636307921492914737
10:00:17.065 2 3624358902871766832
10:00:17.066 3 3978424720085103920
10:00:17.067 2 5779867877688489264
10:00:17.067 3 3618697603852546352
10:00:17.068 2 3689348823734438704
10:00:17.070 3 5785776743787940656
10:00:17.074 2 3761129323294830640
10:00:17.075 2 3984335806213206321
10:00:17.077 2 4049359824066066736
10:00:17.077 3 3616476598501650481
10:00:17.078 2 3480803460772737840
10:00:17.079 2 3833748901371727408
10:00:17.080 2 5780172446802916656
10:00:17.081 2 5786338495464091953
10:00:17.082 2 3904961941209167920
10:00:17.083 2 3552298092390135089
10:00:17.084 2 3688783674355233841
10:00:17.086 2 5778456203559318064
10:00:17.087 2 5569630358544862256
10:00:17.088 2 3977045953945160752
10:00:17.089 2 5419290719245716528
10:00:17.090 3 5634058351220241201
10:00:17.091 2 5419043337333263920
10:00:17.092 3 5569631359320928305
10:00:17.092 2 5780172541175148593
10:00:17.093 3 3840217194662611760
10:00:17.094 2 5785806451709463600
10:00:17.095 3 5489972815160430384
10:00:17.095 2 5636029861148046641
10:00:17.097 2 5634627876349161777
10:00:17.097 3 3689627008346901552
10:00:17.098 2 3474893478364269616
10:00:17.099 2 3616446907864010800
10:00:17.100 3 5563719284845661744
10:00:17.101 2 5490222404368938033
10:00:17.102 2 5785800834276471344
10:00:17.102 3 3761130423242864688
10:00:17.104 2 5715128624554266160
10:00:17.104 3 5562000761458995760
10:00:17.105 2 5635775770748465969
10:00:17.105 3 5564250323242137393
10:00:17.106 3 3617572687511761457
10:00:17.107 2 5498950456569639473
10:00:17.108 3 3835152960540593456
10:00:17.108 2 5641938632291594288
10:00:17.109 3 3552837965014512177
10:00:17.110 2 5562006237541839665
10:00:17.111 3 4121415124893382704
10:00:17.111 2 4049946860147461424
10:00:17.112 3 3835182552395304240
10:00:17.113 2 3762815995622010928
10:00:17.114 3 3544956537289061936
10:00:17.117 3 3553118212133834032
10:00:17.118 2 4056955125838459953
10:00:17.119 3 3481345528628530992
10:00:17.120 2 5714849464463798833
10:00:17.121 3 3913118247262827568
10:00:17.121 2 5498416003656922672
10:00:17.122 3 4123103961484702768
10:00:17.122 2 5707245143748850225
10:00:17.123 3 3833491598049752625
10:00:17.123 2 5643097418744935984
10:00:17.125 3 3474299836559077936
10:00:17.125 2 3689630298411119408
10:00:17.127 3 5706685491912193585
10:00:17.127 2 3474018245685293873
10:00:17.129 3 5636597119305731632
10:00:17.129 2 3696388983349653809
10:00:17.130 2 3763093076846988336
10:00:17.131 3 3617886056546716720
10:00:17.132 2 3906673885529977904
10:00:17.133 3 3978705077882408496
10:00:17.134 3 5564563722710823728
10:00:17.135 2 3761405314016556593
10:00:17.136 3 5707524518083448368
10:00:17.136 2 5490790864679678000
10:00:17.137 3 3906087845446241584
10:00:17.138 2 5489970625146990640
10:00:17.139 3 5778205527757900848
10:00:17.140 2 3480500000292813104
10:00:17.141 3 3761975964460136752
10:00:17.142 2 3835183763608122928
10:00:17.143 3 5778487999166689840
10:00:17.145 3 3769595683120099376
10:00:17.146 2 3912836772252372016
10:00:17.147 3 5492508417790063665
10:00:17.148 2 5780427538165025840
10:00:17.150 3 3617884961227748144
10:00:17.151 2 5641944048681760816
10:00:17.152 3 5491637514438396976
10:00:17.153 2 5780424226377512240
10:00:17.154 3 3618729502591431729
10:00:17.155 2 3618163133508958512
10:00:17.156 3 5564253652246081584
10:00:17.158 3 5570756271336666417
10:00:17.159 2 3912306786206954801
10:00:17.160 3 3474333835654286896
10:00:17.161 2 3769315213198898992
10:00:17.162 3 5492199463763595312
10:00:17.162 2 4129580063462011952
10:00:17.164 3 3979265858945692209
10:00:17.164 2 3689630405783794737
10:00:17.165 3 3834312950298391345
10:00:17.166 2 3696947535392289329
10:00:17.167 3 5779865687271683633
10:00:17.168 2 5420141870061146160
10:00:17.169 3 3977584714271830833
10:00:17.170 2 5780429737156097072
10:00:17.171 3 3474615396832456753
10:00:17.171 2 3913400701559124272
10:00:17.173 2 5491351723086662704
10:00:17.173 3 5418452882276765744
10:00:17.174 2 3979271356436925488
10:00:17.175 3 4056675974303070512
10:00:17.176 2 3841342025088977968
10:00:17.177 3 3480803366734477105
10:00:17.178 2 3618133437970594096
10:00:17.179 3 3761693377457698096
10:00:17.182 3 3978451215771842097
10:00:17.182 2 3906371510754102832
10:00:17.183 3 5418453019732430384
10:00:17.184 2 5778460485624804913
10:00:17.185 3 3474024847100621872
10:00:17.185 2 5779895339826820656
10:00:17.186 3 4121158921053032240
10:00:17.187 3 3551986836078081328
10:00:17.189 3 5787213822749259568
10:00:17.190 3 5634338726752309296
10:00:17.190 2 4049077150677940528
10:00:17.191 3 3624616180506375216
10:00:17.192 2 5708085144392577073
10:00:17.192 3 5491940940940791344
10:00:17.194 3 3762248737767698993
10:00:17.194 2 3624324822844782129
10:00:17.195 2 3474615400756491057
10:00:17.196 3 4121696565193356336
10:00:17.196 2 3760565299583136304
10:00:17.198 2 3977014037689289776
10:00:17.199 2 4049636892725163313
10:00:17.199 3 3688817772184358960
10:00:17.200 2 5641970526685443121
10:00:17.200 3 5707811378899203377
10:00:17.201 2 3697256519565520945
10:00:17.202 3 5419323716994281776
10:00:17.203 2 5492505127928542768
10:00:17.204 3 5426329805202534961
10:00:17.205 3 3690192256124531504
10:00:17.205 2 3551985727555384624
10:00:17.207 3 3696668379679373104
10:00:17.207 2 5715126524298284080
10:00:17.208 3 5635212829889679152
10:00:17.209 2 5779302737417549361
10:00:17.210 3 3552300303828661297
10:00:17.211 2 4049641183399065136
10:00:17.212 3 3696950825670750512
10:00:17.213 2 5787181811890074929
10:00:17.214 3 4122288106710774064
10:00:17.215 2 3913122623868319024
10:00:17.215 3 5426080220726709296
10:00:17.216 2 3912586070733507632
10:00:17.217 3 3617602399642792752
10:00:17.218 2 5779583096056394289
10:00:17.219 3 3552831269193726256
10:00:17.220 2 5425512859825484593
10:00:17.221 3 4129887956766117936
10:00:17.222 2 3762000265771241520
10:00:17.223 3 3978993270659231792
10:00:17.224 2 3552859831162779440
10:00:17.225 3 5635217326215870256
10:00:17.229 3 5634623598610697008
10:00:17.230 2 3841627868166303793
10:00:17.231 3 5778171434424939825
10:00:17.232 2 5490539192497943601
10:00:17.233 3 4128447579825060144
10:00:17.234 2 5562314117560152112
10:00:17.234 3 5569882159238428465
10:00:17.235 2 3696953045816784944
10:00:17.236 3 3912278113391300656
10:00:17.237 3 3689072824893257008
10:00:17.238 2 4057549987699510832
10:00:17.239 2 3978985479217499696
10:00:17.239 3 3617013066190305584
10:00:17.240 2 3978989855822991152
10:00:17.241 3 3840222692641884976
10:00:17.242 2 3546646619383412016
10:00:17.243 3 3761121644277412400
10:00:17.244 2 5714869152644281904
10:00:17.245 3 3474022643663058480
10:00:17.246 2 5417885547681887280
10:00:17.246 3 3624611773467282736
10:00:17.248 2 3832927432555384368
10:00:17.248 3 3979268049293752368
10:00:17.249 2 4056678048841151280
10:00:17.250 3 3689941571835671857
10:00:17.251 2 3553112748432372272
10:00:17.252 3 5779583112800127792
10:00:17.252 2 5780429707140221744
10:00:17.253 3 4129862771112955440
10:00:17.254 2 3474022665139730736
10:00:17.255 3 5786615687970836528
10:00:17.255 2 4129575670147002672
10:00:17.256 3 3474301932956241712
10:00:17.256 2 3616734988029342768
10:00:17.257 3 3979018455961254192
10:00:17.257 2 3978452212186041904
10:00:17.258 3 5498414900234500144
10:00:17.259 2 5778460516125913136
10:00:17.260 3 5714306198380818992
10:00:17.260 2 5708375419841302320
10:00:17.261 3 5498110326942413360
10:00:17.261 2 3545824072951483440
10:00:17.263 2 5634091430704139056
10:00:17.263 3 5785803041438381872
10:00:17.264 3 5778180222297257009
10:00:17.264 2 5562850765150630705
10:00:17.265 3 5714587785075175473
10:00:17.265 2 5714841648059396912
10:00:17.267 2 3618423820827316016
10:00:17.267 3 4051327821014119216
10:00:17.268 2 5779860279857721392
10:00:17.269 3 3472612107769032753
10:00:17.270 2 3833771866092090417
10:00:17.271 3 3979271459984259376
10:00:17.271 2 4129010525515363633
10:00:17.272 3 3985770548225978416
10:00:17.273 2 5425512979700068913
10:00:17.274 3 3480526383825760305
10:00:17.274 2 5564531832595428912
10:00:17.275 3 3835159574773184048
10:00:17.275 2 5786899263119438128
10:00:17.277 2 4050762805080961072
10:00:17.277 3 3912867429762807088
10:00:17.278 2 5419887762615710001
10:00:17.279 3 3904964132030066992
10:00:17.280 2 3760840151768774192
10:00:17.281 2 3978453328811865137
10:00:17.281 3 3761968280696860976
10:00:17.282 2 4128455275968679472
10:00:17.282 3 5491075659699664432
10:00:17.283 3 5713745443239506481
10:00:17.284 2 5419009235210875184
10:00:17.285 3 3834058839077959984
10:00:17.286 2 5491634190183910960
10:00:17.287 3 3472338329808418608
10:00:17.289 2 5778736583770912049
10:00:17.290 3 3690757396981297200
10:00:17.291 2 4122538829686125361
10:00:17.292 3 4129016151905875761
10:00:17.292 2 3977605691244491825
10:00:17.293 3 4120851165289067568
10:00:17.294 2 3906932274669563953
10:00:17.295 3 3984894353489802544
10:00:17.295 2 4129009554417077040
10:00:17.296 2 3617295619188536880
10:00:17.297 2 3904961941612081456
10:00:17.298 3 5779331316483836976
10:00:17.298 2 3977892560247278384
10:00:17.299 2 3689093715176410160
10:00:17.300 3 3840217211876035888
10:00:17.300 2 5569603871530568752
10:00:17.301 3 5570164626740235312
10:00:17.302 2 3985176927860437297
10:00:17.302 3 5708368939104882480
10:00:17.303 2 3841376092786012977
10:00:17.304 3 5426054927144595505
10:00:17.305 3 5563976561959384880
10:00:17.306 3 5642503700064783664
10:00:17.307 3 3545264426363276592
10:00:17.308 2 3546357327534443824
10:00:17.308 3 3761690095648124977
10:00:17.309 2 3617016454952661809
10:00:17.310 3 3552830169732887601
10:00:17.310 2 3696110798854370096
10:00:17.311 3 4121415228039901745
10:00:17.312 2 3696385702147011632
10:00:17.312 3 5425518357416851248
10:00:17.313 2 4121443712246036528
10:00:17.314 3 3479936929612314928
10:00:17.314 2 5490817364762243377
10:00:17.315 3 5562003054669607728
10:00:17.315 2 3690506600553198896
10:00:17.316 3 4121138051873978672
10:00:17.317 2 3906395734337794865
10:00:17.317 3 3616754667687005488
10:00:17.318 2 3905832767321885744
10:00:17.319 3 3978454397871208496
10:00:17.319 2 5636056150510023729
10:00:17.320 3 4123130354040255793
10:00:17.320 2 5426922433230418736
10:00:17.321 3 3551993428936767280
10:00:17.321 2 5707527687752856625
10:00:17.323 3 5564255945287094320
10:00:17.323 2 5490230122860065329
10:00:17.324 3 5778203230455477808
10:00:17.324 2 3617603589800145712
10:00:17.326 2 3690761679013426736
10:00:17.326 3 3835155047861139504
10:00:17.328 2 3904989549227422768
10:00:17.328 3 5570474667592986929
10:00:17.330 2 5713714661056655920
10:00:17.330 3 5641691263598474545
10:00:17.331 2 5780455124337440560
10:00:17.331 3 5634624573567873072
10:00:17.333 3 3553426199557452337
10:00:17.333 2 3762254145163374896
10:00:17.334 3 3545517326905980720
10:00:17.334 2 3618422605352941104
10:00:17.335 3 5708368848928787760
10:00:17.335 2 3912307791698736176
10:00:17.336 3 5787185114686370096
10:00:17.337 2 3617858685156407600
10:00:17.337 3 3618980079558473776
10:00:17.338 2 5714588747047652144
10:00:17.339 3 3618418229182221616
10:00:17.340 2 3832626162476988720
10:00:17.340 3 3544394690737949744
10:00:17.341 2 4121726385117739312
10:00:17.342 3 3546078055958066480
10:00:17.343 2 4049360811893476912
10:00:17.344 3 5497550679416255024
10:00:17.344 2 5636598188752711984
10:00:17.346 3 3833776281299727153
10:00:17.346 2 3545827384522454321
10:00:17.348 2 4123133626822375216
10:00:17.348 3 3906366038984242737
10:00:17.350 2 5780708982624105777
10:00:17.350 3 5491356013673263408
10:00:17.352 3 3688505494071750704
10:00:17.352 2 5786059317875520817
10:00:17.354 3 5564252647206957361
10:00:17.354 2 3618699703639166256
10:00:17.355 3 3618443629182333232
10:00:17.355 2 5707835568173036848
10:00:17.357 3 4121157812966994736
10:00:17.357 2 5706710883740497200
10:00:17.359 2 5714874744691511088
10:00:17.359 3 3689099337322279728
10:00:17.361 2 3985458407184289328
10:00:17.361 3 3616760160983207728
10:00:17.363 2 3618135637497229361
10:00:17.364 2 4057517092544591665
10:00:17.364 3 3616453513538712625
10:00:17.365 2 3978426927679812912
10:00:17.367 2 3762564306260015408
10:00:17.368 2 5490222520299369008
10:00:17.368 3 3984622649982924336
10:00:17.369 2 5563408114498417456
10:00:17.371 3 5780175853032780593
10:00:17.371 2 3546109946058788656
10:00:17.372 2 3761996863653361712
10:00:17.373 3 3696107615897734960
10:00:17.373 2 5643063329641279537
10:00:17.375 2 3618449118083953200
10:00:17.375 3 3912585968057012016
10:00:17.379 2 3616451211085762096
10:00:17.380 3 5563134353232901169
10:00:17.381 2 3834901086057280049
10:00:17.382 3 3769575896557826608
10:00:17.384 3 5564541711422730545
10:00:17.383 2 3546078042989409073
10:00:17.385 3 5562850644891488048
10:00:17.386 2 3906368207873782577
10:00:17.387 3 3769004025504682032
10:00:17.387 2 5492503929683456816
10:00:17.388 3 5497855330085253425
10:00:17.389 2 3624048806736710448
10:00:17.390 3 3689072944731410224
10:00:17.390 2 5426359491865556272
10:00:17.391 3 3691067459243159600
10:00:17.392 2 5779020137108683056
10:00:17.392 3 3760589476422104880
10:00:17.393 2 3769034820855870256
10:00:17.394 3 3544983045389104945
10:00:17.394 2 3689631384920141873
10:00:17.395 3 3761974864915214641
10:00:17.396 2 4056987033131824945
10:00:17.397 3 3480775977712963632
10:00:17.397 2 3760871053991294256
10:00:17.398 3 3985208710618362160
10:00:17.399 2 5497545182292292401
10:00:17.400 2 4057550086047354672
10:00:17.400 3 4129322804014298416
10:00:17.401 2 3841347522764552240
10:00:17.402 3 4049917173700841520
10:00:17.402 2 3906090044837148209
10:00:17.403 3 5786927936388477489
10:00:17.404 2 3984621670277656624
10:00:17.404 3 5491099840784905264
10:00:17.405 2 3761405434260303920
10:00:17.406 3 5779866787201103153
10:00:17.406 2 3688814568459291952
10:00:17.407 3 3984928352366833969
10:00:17.408 2 3696953157403496240
10:00:17.408 3 5426359488023442992
10:00:17.409 2 3473768785762137392
10:00:17.409 3 3617013160226541360
10:00:17.410 2 5787178509513012273
10:00:17.410 3 3618136848276992816
10:00:17.411 2 3840814358711120689
10:00:17.412 3 3769317412205441073
10:00:17.412 2 3690502211014310192
10:00:17.413 3 5787213809345842992
10:00:17.413 2 5426050520543344432
10:00:17.414 3 3906931171182063920
10:00:17.415 2 4050510909527372337
10:00:17.415 3 5426050508109393968
10:00:17.416 3 3769570407270789425
10:00:17.417 3 5562312013009401393
10:00:17.418 2 3618134657791504433
10:00:17.419 3 3697515999949238832
10:00:17.420 2 5425490869190282544
10:00:17.420 3 3472897963611075121
10:00:17.421 2 3618726096281809200
10:00:17.421 3 3618445712663007024
10:00:17.422 2 3769291123029259312
10:00:17.423 3 3769288911122871089
10:00:17.423 2 5562314096570085425
10:00:17.424 3 3769316398928507185
10:00:17.424 2 3552273795374264881
10:00:17.425 3 3906928980347532593
10:00:17.426 2 5419290843816540464
10:00:17.426 3 3833183635926168881
10:00:17.427 2 5570193303899687728
10:00:17.427 3 3833182524032432176
10:00:17.428 2 3912589274780742705
10:00:17.429 3 4049381711118938161
10:00:17.429 2 5563999634976814385
10:00:17.429 3 5642510283781780528
10:00:17.430 2 3905832865970271793
10:00:17.432 3 4129294319306485809
10:00:17.432 2 5419039051360186416
10:00:17.433 3 4123103970041081905
10:00:17.433 2 3977294524856677425
10:00:17.434 3 3979274624888289584
10:00:17.435 2 3912558595811135280
10:00:17.435 3 5562007349502556208
10:00:17.436 2 3913689860601886257
10:00:17.438 3 5491101038661876016
10:00:17.438 2 5634910571499107633
10:00:17.440 3 5713714652600808240
10:00:17.440 2 5642531286589585200
10:00:17.444 2 5786647470663284016
10:00:17.444 3 4129602066631904816
10:00:17.445 2 4121972667533242416
10:00:17.446 3 3761126145035876400
10:00:17.446 2 3480494399168722481
10:00:17.447 3 3913147934512860464
10:00:17.447 2 3624354500564242224
10:00:17.448 3 3688509990451033648
10:00:17.448 2 5786646367343294256
10:00:17.449 3 5418195614205627440
10:00:17.450 2 5570196512089066800
10:00:17.450 3 3618697508994561584
10:00:17.451 2 5498393991964675120
10:00:17.452 3 3834592222109251120
10:00:17.452 2 5564534010496175920
10:00:17.453 3 4057801874696516401
10:00:17.455 3 3768731471174645041
10:00:17.455 2 4122819196596598065
10:00:17.456 2 3545543684700256304
10:00:17.457 3 5708654799192601393
10:00:17.458 2 5426890556434298673
10:00:17.458 3 3691064066170696752
10:00:17.460 3 3978707302794344752
10:00:17.461 2 4122565187885485360
10:00:17.461 3 5490513805030273329
10:00:17.462 2 3913715273520265520
10:00:17.463 3 3761155728804426800
10:00:17.463 2 3762559814128775729
10:00:17.464 3 3480803366216289584
10:00:17.465 2 4120847862828054064
10:00:17.466 3 5636622381851889456
10:00:17.466 2 5714002841013734448
10:00:17.467 3 5714589980157621552
10:00:17.467 2 5714279909271877168
10:00:17.468 3 5490506203273967153
10:00:17.469 2 3977042646836983088
10:00:17.470 2 3697542491792816432
10:00:17.470 3 3768166202442593584
10:00:17.472 3 3906084559645455152
10:00:17.473 2 3905240122283275313
10:00:17.474 3 5786054838274963760
10:00:17.475 3 3769008436471085360
10:00:17.477 3 4056952956844657968
10:00:17.478 3 3761405330761462576
10:00:17.479 3 3474017283980480560
10:00:17.480 2 5786367086591751728
10:00:17.481 3 5420421128381288240
10:00:17.482 2 3906084662791582512
10:00:17.483 3 3912277017721196336
10:00:17.483 2 3696132908892966192
10:00:17.485 2 3688814577099617585
10:00:17.485 3 5634340921480793136
10:00:17.487 3 5563126631302706737
10:00:17.489 2 5787181927919799088
10:00:17.491 2 3546359539424578352
10:00:17.492 2 5418731093531571505
10:00:17.494 2 3691042187219382320
10:00:17.496 2 5786060306185997104
10:00:17.497 3 3760843570462077745
10:00:17.497 2 4129014932084961329
10:00:17.499 2 3977858471108620849
10:00:17.500 2 4122537713415829808
10:00:17.500 3 3616476478764502832
